id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
699121577,20140514T000000,3,2.0,2988,19187,2.0,0,1,3,6,1134,464,2000,0,98010,47.3613298673676,-122.32784395002301,2155,3714,779624.2974050485
300427519,20140514T000000,4,3.0,2070,5778,1.0,0,0,3,11,-396,214,1903,0,98141,47.44617886409878,-122.01788874967558,1492,3054,685553.1624477531
281009883,20140515T000000,5,2.0,2157,18132,2.5,0,0,3,9,1704,408,1901,2014,98072,47.62588055924148,-121.87568738314604,1205,538,725204.1880873037
599770319,20140515T000000,3,2.5,1505,2734,2.0,0,0,3,9,1000,69,1911,0,98056,47.507648285110605,-122.05737414783903,1435,2076,536252.6960713553
985063869,20140515T000000,3,3.0,1747,21045,1.5,0,0,4,8,1841,521,1934,2004,98011,47.758424807013,-122.25685846994199,1833,1976,550374.0393665894
489151677,20140516T000000,2,4.0,2492,9137,2.0,0,1,5,11,662,288,1969,2006,98109,47.642274979538485,-122.16173356429489,1577,1564,810840.3775323188
251079598,20140516T000000,3,1.75,2963,7649,1.0,0,0,2,9,1858,0,2009,2001,98065,47.53864175530636,-121.97341137733827,2317,4775,797201.1729377622
608464061,20140517T000000,3,2.0,1888,5926,2.0,0,0,3,10,1509,196,1971,0,98104,47.73200185399132,-122.45274913978933,2063,6308,687123.4758762028
957592370,20140517T000000,3,1.5,1639,4028,2.0,0,0,3,8,2851,128,1920,2010,98199,47.59933383327325,-122.34798483883048,2811,20988,537726.2573698073
668919915,20140517T000000,3,5.0,2000,12841,1.0,0,1,3,12,2787,346,2009,0,98059,47.58839228405226,-122.17619176934538,1932,5183,782422.8242742164
161136438,20140518T000000,3,4.0,2480,5498,3.0,0,0,3,10,2349,0,1960,0,98007,47.347822799888576,-122.07703132513203,2144,965,821445.5327926398
496917567,20140518T000000,1,2.25,844,1018,1.5,0,2,2,10,1571,191,1934,0,98004,47.43691417931693,-122.26258408627037,3492,2702,392840.6586958912
299502978,20140518T000000,3,3.0,163,2010,1.0,1,0,3,6,3189,318,1947,0,98024,47.60998219156241,-122.29112635469109,1648,8010,433918.93877581303
572190436,20140519T000000,3,2.25,1559,4235,1.5,0,0,3,7,712,209,1914,0,98131,47.735075026889895,-122.4710310630102,1771,4604,531777.8953689446
561901618,20140519T000000,3,2.25,1023,6298,2.5,0,0,3,7,817,604,1970,0,98089,47.38932848418695,-122.47717875956398,2962,9754,448575.04300618306
874414982,20140519T000000,2,1.0,1593,4697,2.0,0,0,4,7,1741,432,1914,0,98006,47.329291373165795,-122.30491360198802,1234,3258,494086.67304564035
832395540,20140520T000000,5,3.0,1881,13032,2.0,0,2,4,10,3377,197,2008,0,98126,47.55621758728951,-122.12864572993732,3052,12352,757958.8285751981
961137736,20140520T000000,4,1.5,1637,1031,1.0,0,0,3,5,1658,265,1905,0,98055,47.24031825886163,-122.11053995248821,1810,5983,537947.1011371923
379394470,20140521T000000,4,3.0,3161,5513,1.0,0,1,3,5,1671,288,2010,0,98125,47.62872502087,-122.15418075499319,1333,6106,912404.5923057977
156972561,20140521T000000,4,3.0,2261,1147,2.0,0,0,3,7,790,320,1980,2013,98122,47.62188312597249,-122.21308352119802,2724,5541,712375.6575641513
954206851,20140521T000000,3,2.5,2240,9025,2.5,0,0,3,7,2462,0,1967,0,98118,47.41297961859169,-122.32339588751708,1799,2664,627984.4548468719
925500248,20140522T000000,2,1.0,2497,4557,2.5,0,4,3,7,2467,109,1921,0,98108,47.73560659200694,-122.21951389788505,3459,4694,794824.5772359048
371820813,20140522T000000,3,2.0,1088,6875,1.0,0,1,3,10,2352,0,1931,2012,98132,47.50130868492348,-122.40286802423014,2064,6216,500237.7593725119
350814705,20140522T000000,4,1.75,2831,2462,2.0,0,0,1,9,1359,583,1921,0,98030,47.58745897041576,-122.41931853968177,2059,1602,779567.8791049898
681609465,20140523T000000,4,2.0,1939,13678,3.0,0,0,2,3,1305,181,1926,0,98112,47.325747089163,-122.29003972023034,1531,5237,523842.15290386975
334564360,20140523T000000,3,1.0,2536,11309,2.0,0,0,1,8,894,141,2009,2002,98122,47.450404201096,-121.80325584250095,1882,12989,717899.2872325713
168574553,20140524T000000,2,4.0,1142,7838,2.5,0,0,3,8,1858,469,1914,2009,98011,47.71745052416186,-122.27145213673852,1781,6953,426168.7169554786
519498548,20140524T000000,3,2.25,756,4431,1.0,0,1,2,6,1043,326,1943,0,98039,47.327763728579406,-121.84448052675143,3065,14673,367685.34094522294
891274835,20140524T000000,3,2.0,2654,7815,3.0,1,1,5,9,975,0,2014,0,98075,47.43434462655548,-122.22541649796261,2231,6810,920528.1080869101
916698734,20140525T000000,4,2.0,2301,2791,2.5,0,0,3,9,1503,178,1985,2006,98178,47.39084592665688,-122.19269300616027,2564,2396,677626.5281285356
887110843,20140525T000000,4,2.0,1278,9744,3.0,0,2,2,9,1457,99,1991,0,98108,47.29066611091887,-121.94205598175844,2078,9252,555570.2797441917
624150214,20140525T000000,3,2.25,1304,18390,2.0,0,0,3,9,1423,0,2005,0,98039,47.37383075087652,-122.43445317078678,1671,1972,496885.2456190987
572432043,20140526T000000,6,2.25,2900,11573,2.0,0,0,4,3,2126,0,2001,0,98164,47.33966337014513,-122.37238067348446,2296,4159,833069.546317803
457319431,20140526T000000,4,4.0,1048,2741,3.0,0,0,3,11,1855,144,1908,0,98131,47.754156178276794,-121.81831181451734,3272,3941,539949.869051123
247697582,20140526T000000,3,2.0,3314,6562,1.5,0,0,3,10,1598,165,1933,1997,98288,47.64464728272568,-122.14585786202751,1161,2856,976381.2046987873
844595490,20140527T000000,2,5.0,1279,1746,2.0,0,0,4,11,1928,0,1999,1998,98065,47.38966094906969,-122.46898322245396,2335,32964,604942.3909393101
784275917,20140527T000000,2,3.5,2510,7769,2.5,0,0,3,4,1105,545,1972,1991,98131,47.65800343194562,-122.46683348686076,3197,4637,730556.4984115537
705850704,20140528T000000,3,1.75,1737,7047,2.5,0,0,3,11,1873,169,1914,0,98121,47.213283971820324,-121.86493152135583,1348,20911,544697.286587328
137709731,20140528T000000,2,4.0,2482,1101,3.0,0,0,3,10,1905,211,1961,0,98011,47.515914826462684,-121.8886444373089,2737,6469,739401.1637175926
882698033,20140528T000000,2,1.5,1564,1940,1.5,0,1,3,10,747,320,1944,1993,98116,47.35020073824081,-122.17912062513842,2738,2548,574021.333686611
798027879,20140529T000000,3,3.0,1869,3918,2.5,0,0,3,6,2496,0,1983,0,98199,47.268593243085114,-122.38574453983878,964,3541,609385.596313011
123027075,20140529T000000,2,2.0,2032,3863,2.5,0,0,3,10,1182,336,1971,2010,98039,47.73025511700309,-121.91880077554626,2888,4765,688179.5183144737
365047041,20140529T000000,5,3.5,1198,1867,1.0,0,1,3,11,1863,89,1957,2000,98122,47.319604320557545,-122.27277992490424,1524,3738,651031.6973683648
852288765,20140530T000000,2,3.5,2592,6708,2.0,0,2,3,9,2615,0,1991,0,98190,47.69343465576777,-122.20665912093583,2287,3947,783059.6281780242
186191493,20140530T000000,3,3.0,1589,6009,1.5,0,2,2,9,2447,372,2014,0,98148,47.44793360649506,-122.02226653466548,2819,7777,742895.5997465998
993102645,20140530T000000,3,3.0,1817,4207,2.0,0,0,3,11,1824,647,1918,0,98014,47.20857446202442,-122.25262115261464,2960,6583,590249.4853367525
300619113,20140531T000000,6,2.0,1204,2684,3.0,0,0,3,8,1546,417,1915,2007,98056,47.63951969758062,-122.0599310513112,771,8535,537797.0244253612
390770691,20140531T000000,2,1.0,-49,11372,2.0,0,0,4,9,2463,476,1974,0,98092,47.55781585493162,-121.8803021026902,3430,16669,173682.3052419624
893943861,20140601T000000,3,2.0,1847,18477,2.5,0,0,3,8,2272,43,2005,2001,98089,47.40650312990069,-121.94183871185787,3134,3370,660256.8566138304
234489564,20140601T000000,6,1.5,3930,3338,3.0,0,2,3,11,1367,0,1907,0,98148,47.36892756035576,-122.23287224829299,2841,11981,1050308.267306133
496360081,20140601T000000,5,2.5,2627,3011,2.0,0,0,3,5,1243,647,1932,0,98195,47.24421475142226,-122.29844441170738,2289,14986,627126.2829225959
207944665,20140602T000000,5,2.0,1984,7280,2.5,0,0,2,8,349,816,1973,0,98007,47.76485535690116,-122.3001426858823,1651,13837,701393.4976989628
957937451,20140602T000000,3,4.5,1789,3690,2.0,0,0,2,9,1907,662,1917,0,98158,47.49639093081525,-122.2559861947364,1133,1202,643150.9895223461
913891745,20140602T000000,2,2.25,2017,4396,2.5,0,0,3,10,1742,99,1934,2005,98132,47.251314710545664,-122.15453810929266,700,20705,700653.5220465539
723415497,20140603T000000,4,3.0,2437,8881,1.0,0,1,3,9,2595,0,1942,0,98101,47.721207830646684,-122.20838176351424,2515,2953,772293.2892912888
722028733,20140603T000000,5,1.5,1055,1066,3.0,0,0,3,11,2051,0,1949,0,98028,47.36729990369069,-122.40689718530864,2841,1127,468257.27586519136
858744035,20140603T000000,4,3.5,2891,14110,1.5,0,0,4,11,2733,0,1902,1990,98051,47.32216162944079,-122.38558089916626,1932,20302,842209.4971902095
520477197,20140604T000000,4,4.0,2572,5209,2.0,0,0,1,5,1311,167,2003,0,98040,47.36856246300533,-122.25994927342127,1631,7411,920051.0084010584
838194223,20140604T000000,3,2.0,2574,3536,2.5,0,0,3,8,2596,681,1990,0,98033,47.53874287516427,-122.10655512995879,2055,7659,750121.2636946049
428740110,20140605T000000,4,2.25,2350,4576,2.0,0,0,3,4,1429,157,1958,0,98022,47.244433890698225,-122.08513523490655,1487,3768,688077.4592032715
480072391,20140605T000000,2,3.0,2015,4769,2.0,0,0,3,7,2344,290,1927,0,98019,47.48905414547361,-122.15965505457235,2017,5685,636109.9901194226
402554573,20140605T000000,3,1.5,2538,1230,2.0,0,0,3,9,778,612,1945,0,98122,47.737446067074586,-121.98285688315474,1441,4396,788093.0493783572
941739990,20140606T000000,3,2.25,2473,16251,2.5,0,1,3,11,1964,78,1963,1993,98001,47.312902957507674,-121.98392584787028,2489,2982,828310.6965355257
189482491,20140606T000000,3,2.0,1716,5079,1.5,0,2,3,10,410,810,1969,0,98052,47.39871326329135,-122.20066076981882,2995,5006,674819.1139049603
294249720,20140606T000000,3,1.5,1541,7005,1.0,0,2,3,6,1613,797,1946,0,98023,47.437673179030995,-122.41289143246733,2406,5380,477947.56122298655
423541287,20140607T000000,2,2.0,2081,10522,1.5,0,2,4,6,2108,160,1913,0,98288,47.551732426916345,-122.12887766116302,1935,1707,643481.5443249914
506019796,20140607T000000,4,1.0,3239,2171,2.0,0,0,3,9,1435,26,1906,0,98114,47.751552547915786,-122.23297165520431,2791,5138,856458.9694211802
695614415,20140607T000000,3,1.0,1008,7178,1.0,0,0,2,9,1064,409,1973,0,98074,47.43672352494546,-122.40345390716541,2015,1176,434746.59593518043
191693393,20140608T000000,4,1.5,825,3967,2.0,0,0,4,7,2392,95,1978,0,98108,47.24149170440666,-121.8127279530246,2765,22840,432011.5974438275
270476398,20140608T000000,2,4.5,2131,9676,2.0,0,2,3,11,1727,0,1930,1992,98070,47.408770516858596,-122.24117122750393,1491,4527,745519.1209551122
438175028,20140609T000000,3,2.25,2040,896,1.0,0,3,3,11,1457,584,1992,0,98138,47.31405124755991,-122.06194151226514,1594,2085,762185.4557396319
472593431,20140609T000000,3,4.5,2138,4540,2.0,0,2,3,8,1829,564,2005,0,98118,47.591064687291464,-122.15690979706439,1208,7409,848342.1561306963
558502041,20140609T000000,2,2.0,2195,3034,2.5,1,0,2,11,3645,246,1980,0,98059,47.2175572655004,-122.40002020454827,1627,2704,844857.6591670349
232862715,20140610T000000,3,2.0,1821,6945,1.0,0,2,3,8,2607,0,1950,2008,98001,47.37515798264385,-122.4611194636392,2785,4801,599514.0753939318
559708603,20140610T000000,2,2.25,3191,7158,2.0,0,0,3,10,2613,0,1928,0,98070,47.52710410433957,-122.06196140944263,1302,7075,838187.8577077779
283378299,20140610T000000,2,2.0,719,2790,2.0,0,0,3,8,2104,232,2012,0,98077,47.366400523629736,-122.32708469075648,156,2179,421128.44434576656
211665644,20140611T000000,6,1.5,1337,2780,2.0,0,0,3,6,1916,50,2007,0,98151,47.530597170007155,-122.32944220027039,1668,23383,512911.70777760603
705264936,20140611T000000,3,2.25,1917,4498,2.5,0,0,4,11,122,97,1914,0,98177,47.268827393312314,-121.83011666720277,1061,25233,765890.3894722916
298743196,20140612T000000,5,1.75,685,2398,2.0,0,0,3,8,1324,506,1989,0,98177,47.765683292793774,-122.1767586869821,1596,3228,429672.39575499605
324184334,20140612T000000,3,2.25,1859,9639,2.0,0,0,2,10,1463,419,1975,2001,98151,47.37454408439793,-122.47940175344952,3685,2000,589919.8940509661
809816108,20140612T000000,4,2.5,3329,3657,1.0,0,0,3,8,487,613,1924,0,98134,47.753800503633926,-122.26211009939513,1288,3216,896606.2987411048
420192576,20140613T000000,4,1.5,2016,480,2.0,0,0,3,4,989,0,1960,0,98138,47.395501263702485,-122.09085592042344,2506,3356,605966.0397776653
167157848,20140613T000000,4,1.0,2184,3641,2.0,0,2,4,6,413,97,1940,0,98022,47.66910411470379,-122.27000280703801,1935,11947,651641.4362252806
844753672,20140613T000000,3,3.0,991,2141,1.0,0,0,3,8,1773,427,1968,0,98122,47.34771241447675,-122.4812036321761,2297,3261,457689.07608825015
195540567,20140614T000000,3,2.0,1506,1332,2.0,0,0,3,9,2373,334,1903,0,98010,47.60186134143376,-122.18898211417329,1592,1940,578322.770215629
722261376,20140614T000000,3,1.0,1699,1826,3.0,0,1,3,8,2574,659,2007,2006,98198,47.39422972829366,-122.42586556467765,2929,5330,692693.3776475035
953477355,20140614T000000,5,5.0,1745,5364,2.0,0,2,3,9,2090,326,2011,2009,98113,47.5054954775258,-122.06658798273611,2341,1491,744579.1079233672
286780295,20140615T000000,5,1.0,3025,14227,2.0,0,0,1,9,1125,754,2004,1996,98178,47.604288487458206,-122.06628902984411,2363,11549,881858.8493117455
123717335,20140615T000000,6,2.5,2446,6314,3.0,0,0,3,9,447,362,1956,2008,98034,47.55332950312177,-122.47356860228112,2079,7942,815141.2330845267
160472382,20140616T000000,2,5.0,1110,3025,2.5,0,0,3,8,570,518,1930,0,98104,47.54576835597022,-122.29653361688044,3004,3041,575016.3229741595
381154698,20140616T000000,4,1.75,2197,7077,2.0,0,0,3,11,911,102,1902,0,98087,47.23940850139457,-122.21041961538269,2448,3319,640509.8355177899
954021618,20140616T000000,5,1.5,2398,3404,2.5,0,0,3,8,1177,204,1966,0,98059,47.34944609930296,-122.11481513149857,2296,5996,760786.2398230822
988445520,20140617T000000,2,1.5,2912,2819,2.5,0,2,3,8,1688,473,1989,0,98148,47.543103573913925,-122.29275559920426,2522,2033,878322.0425416108
272552610,20140617T000000,2,2.0,3264,1951,2.0,0,0,4,7,1090,683,1949,1999,98040,47.21099032432944,-122.29857744121402,592,2616,841598.9914126764
191355424,20140617T000000,4,1.5,1187,1210,2.0,0,1,4,7,2037,418,1916,2013,98001,47.35038655306959,-121.81188939062481,2150,4103,548166.9180424022
555094650,20140618T000000,4,2.5,1351,3597,2.0,0,2,4,5,1637,175,1959,2000,98023,47.337511143658716,-122.47069604299537,1948,1711,592967.018064026
418019332,20140618T000000,5,1.0,993,5577,3.0,0,2,5,9,1807,613,1973,0,98171,47.349913666096505,-121.80766821013619,2934,3417,642663.835215625
857206505,20140618T000000,2,2.25,1812,4549,2.0,0,0,1,7,2598,0,1965,0,98127,47.521365699739995,-122.46657364124512,1439,2082,603910.1353333961
565856742,20140619T000000,4,5.0,2373,3523,1.0,0,2,3,7,973,0,1987,0,98115,47.54917621241152,-122.29816100054371,2160,15382,813609.9771421835
748870905,20140619T000000,3,3.0,2789,2306,2.5,0,0,3,10,2093,404,1974,0,98119,47.74539879662368,-122.15441640152146,3539,3559,895971.2285028612
597653800,20140620T000000,2,2.25,1939,7995,2.0,0,0,4,7,1790,204,1923,0,98117,47.43161862941573,-122.39969115988997,1979,2304,606091.699361942
808496411,20140620T000000,2,2.0,1744,1713,1.0,0,0,3,7,1566,381,1998,0,98092,47.75594735028587,-122.4056075462369,935,8430,526495.8910605107
585775494,20140620T000000,5,2.25,2121,9143,2.0,0,0,5,6,2419,219,1986,2009,98093,47.591172606990504,-122.32058110071733,3739,2972,632929.7069303297
529662408,20140621T000000,4,2.25,1331,2204,2.0,0,1,3,10,2415,371,1931,2002,98108,47.74759623754033,-121.8185449714985,1427,2034,588700.481785856
629561415,20140621T000000,3,2.0,3671,2692,2.5,0,0,4,6,1137,0,1986,0,98103,47.700083261008025,-122.2339181987878,1168,9996,962023.6499467455
956634123,20140621T000000,3,1.5,713,1520,1.5,0,0,2,8,1672,371,1997,0,98158,47.61254946604461,-122.10380361321157,1199,3795,362829.3283146083
447454369,20140622T000000,5,3.5,2147,3290,2.5,0,0,3,8,1996,498,2004,0,98107,47.41366353971138,-122.00699601833284,2582,9631,761681.5565132091
509783328,20140622T000000,3,2.0,3618,10724,2.0,0,0,4,9,1608,566,1918,0,98146,47.344666268611135,-121.98044471513305,3038,4855,1069373.1914368046
372981039,20140622T000000,5,1.5,2005,7424,1.0,1,0,1,9,2209,804,1965,1997,98029,47.33343486130722,-122.01837132355826,3408,5449,714719.5093377682
618910454,20140623T000000,3,2.0,1847,10750,3.0,0,1,4,10,1996,273,1959,0,98027,47.771304302473766,-122.26415026476579,2012,7712,714544.8163426814
361917078,20140623T000000,3,2.0,1714,7463,2.0,0,0,1,5,3082,282,2014,0,98002,47.77514430587761,-122.42179052085075,1210,2957,586026.0570535243
825167677,20140624T000000,3,3.0,1855,2032,1.5,1,0,3,7,728,0,1965,0,98288,47.634898824114586,-122.30279846726675,1544,2570,796886.2048336829
422909911,20140624T000000,3,2.5,3098,3772,2.0,0,0,3,7,1714,40,1914,0,98022,47.73027759044589,-122.35279334126135,2026,12854,749682.3011764422
812631076,20140624T000000,4,3.0,230,2632,2.5,0,0,3,6,1164,142,1984,2004,98077,47.75139769784744,-122.40460588659148,1983,7809,285440.3622298478
492121003,20140625T000000,3,1.0,3226,14249,2.0,0,0,3,7,2222,515,1934,0,98136,47.506933717911586,-122.48285228777387,3046,4656,830792.8606585107
690804839,20140625T000000,3,2.0,860,1886,1.0,0,0,3,7,667,16,1968,2006,98125,47.5774358143751,-121.84499190565911,945,9288,391399.2921438029
206179285,20140625T000000,5,2.0,1786,10046,1.0,0,3,2,8,2042,438,2006,0,98074,47.45125269875213,-121.85527592941826,1107,7571,655629.6372818566
689324250,20140626T000000,3,1.0,1656,10040,1.5,0,0,2,9,1358,199,1926,1993,98125,47.451094458571156,-122.46470809605889,1752,10452,548073.8766217853
363038498,20140626T000000,3,1.75,2470,21241,2.5,0,0,3,8,1286,146,1987,0,98104,47.223057351186775,-122.37884079902572,2295,1969,695561.6892036792
670916578,20140626T000000,5,3.0,721,3541,2.0,0,0,3,9,787,274,1906,0,98127,47.460292876290886,-122.40234966997605,1645,4668,406021.00002932537
613653348,20140627T000000,4,1.5,2369,8689,1.5,0,2,3,8,1474,82,1905,0,98174,47.60409388690791,-122.30314394590494,1580,12134,792652.6522030557
524831618,20140627T000000,2,2.25,3619,30495,1.0,0,0,3,7,2559,71,2009,0,98050,47.45318929966394,-122.35715179066489,2938,18803,983957.6883613016
146321408,20140628T000000,5,1.75,909,2998,2.0,0,0,3,9,1782,0,1932,1997,98131,47.72344580612617,-121.8379025238215,2377,3201,438991.3539881464
363183577,20140628T000000,4,1.0,2151,1439,3.0,0,1,3,4,2239,125,1957,0,98010,47.39953777144421,-122.44108069440786,1212,5582,560337.0356301933
190053374,20140628T000000,3,1.75,1470,1092,2.0,0,0,1,5,2965,56,1948,2003,98184,47.27960922793651,-122.35183042109685,1592,4991,462419.0185691354
126063245,20140629T000000,2,4.5,2340,8692,3.0,0,0,3,8,1984,45,1916,0,98126,47.68693521443743,-122.44349368679195,2413,1816,738229.6664843938
273660954,20140629T000000,4,3.0,2015,1089,2.0,0,0,5,11,1408,325,2009,1998,98089,47.60436875099715,-121.8137302559489,991,3904,663779.2751663611
197636744,20140629T000000,4,4.5,1486,3648,1.0,0,0,4,9,2127,397,1941,0,98029,47.34509168939235,-121.85711054363209,2408,1389,630092.4488153525
862532878,20140630T000000,3,2.0,2390,6973,2.5,0,0,3,6,1418,269,1993,1999,98166,47.521870753625336,-121.9983578871642,1724,4299,654146.6890623515
576272473,20140630T000000,5,1.5,3443,5699,2.0,0,0,3,10,1446,498,1971,2010,98171,47.44111140315628,-122.20181887744606,2290,2142,920021.2386490415
209174313,20140701T000000,4,2.25,1847,6907,2.5,0,0,4,10,736,372,1939,0,98190,47.763315865861394,-122.3668753051332,2095,5630,611400.9288881789
913194107,20140701T000000,2,2.0,2575,5871,3.0,0,0,3,9,2448,111,1945,0,98148,47.56439925455238,-122.3449571924859,1106,3835,639976.0563307779
563390156,20140701T000000,3,3.0,965,13671,1.0,0,0,1,10,1529,61,1970,0,98014,47.2950335567122,-122.18987199401079,1490,3787,425670.6702705891
966377394,20140702T000000,3,1.0,1234,2294,1.0,1,2,2,8,1927,293,1969,0,98112,47.50128907158219,-121.96224413006446,3157,17030,600686.0007806792
234987326,20140702T000000,4,2.0,2377,2859,2.5,0,1,3,7,1074,372,1967,0,98144,47.71753409951431,-122.31468935280073,3897,5201,809529.2062818484
726049887,20140702T000000,1,1.5,3187,2648,1.5,0,1,5,8,2105,619,1900,0,98030,47.60289800201948,-122.28244566122575,602,22083,845396.9296066806
685878246,20140703T000000,4,2.0,2284,9548,1.0,0,0,3,9,1266,557,1978,2004,98181,47.70547124565919,-122.08003899601687,2834,7024,702658.6374159266
376406835,20140703T000000,4,2.5,1749,10100,1.0,1,0,2,9,1700,37,1994,2004,98155,47.35023958831938,-122.33358944640523,2236,9437,684000.0829697936
